Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment,主题概率,主题类型
,2024-03-27 18:39:36,早川智将,1,希望赶紧优化,被现在的阿恶心到了，现在用着国际白版阿。要不是功能出问题，根本不会下回原版。没用的功能太多了，会员购倒还能理解，但是广告能不能别搞太多啊？六年级开始使用的唯一一款视频软件，希望别和其他软件一起变差了好吧？,恶心 国际 白版 功能 下回 原版 没用 功能 会员 购倒 理解 广告 别搞 视频 软件 希望 变差,负面,"[(2, 0.2192442), (6, 0.7325907)]",6
,2024-03-26 19:35:58,Megdas,3,站是好站，软件是有点问题,大哥。你一视频播放软件能不能不要老是更新。每次网页转过来动不动就要更新。,大哥 视频 播放 软件 网页 转过,负面,"[(1, 0.4712259), (3, 0.14780535), (10, 0.266635)]",1
,2024-03-26 17:10:38,idfjhyv,1,顶上弹个通知框飘一万年还关不了,顶上弹个通知框飘一万年还关不了,通知 关不了,负面,"[(0, 0.02222748), (1, 0.02222744), (2, 0.022227421), (3, 0.022227421), (4, 0.022227421), (5, 0.022227589), (6, 0.022227421), (7, 0.022227425), (8, 0.6888158), (9, 0.022227444), (10, 0.022227421), (11, 0.022227429), (12, 0.022227421), (13, 0.022227421), (14, 0.022227436)]",8
,2024-03-26 16:27:43,牛晓晨,1,从好到烂,为什么一发弹幕就关不掉键盘弹窗，还要退出去再进，切换视频有时候还会黑屏，现在连弹幕都不显示了哈哈哈，现在一堆擦边和烂推广硬推烦都烦死了,弹幕 关不掉 键盘 弹窗 退出 切换 视频 弹幕 显示 擦边 推广 硬推 烦死,负面,"[(0, 0.30500397), (7, 0.48703623), (8, 0.075843625), (14, 0.07971343)]",7
,2024-03-26 15:20:03,1230985634,1,客服不作为 只会打太极,被误封却申诉无门 弹幕内容“可以再来一次吗 我还没好”被判定色情低俗 我只能说站你是会戴有色眼镜的,误封 申诉 弹幕 内容 判定 色情 低俗 只能,负面,"[(6, 0.33094627), (7, 0.35035008), (9, 0.22976151)]",7
,2024-03-26 09:31:10,女拳是枸史,1,蒙古上单发起冲锋：xxxxxxxx,垃圾应用天天吞评，你直接禁评好了,垃圾 吞评 禁评,负面,"[(0, 0.01670068), (1, 0.0167007), (2, 0.4646316), (3, 0.01670066), (4, 0.01670066), (5, 0.01670066), (6, 0.016700702), (7, 0.016700696), (8, 0.3182596), (9, 0.016700657), (10, 0.01670066), (11, 0.016700663), (12, 0.016700694), (13, 0.016700659), (14, 0.016700694)]",2
,2024-03-26 07:57:32,那年的藤井树,1,民粹主义的舞台,各种删评论删作品 毫无底线 你直接当官媒去得了 审核全都靠个人好恶 完全不客观,评论 作品 底线 当官 审核 好恶 客观,负面,"[(2, 0.76686215), (5, 0.12472334)]",2
,2024-03-25 23:09:13,ldjjdjsj,1,一直显示缓存,垃圾，其他软件都好好的，就你播放不出来,垃圾 播放,负面,"[(0, 0.022222368), (1, 0.022222387), (2, 0.02222237), (3, 0.022222346), (4, 0.022222355), (5, 0.022222348), (6, 0.022222368), (7, 0.6888868), (8, 0.02222236), (9, 0.022222364), (10, 0.022222452), (11, 0.022222353), (12, 0.022222377), (13, 0.022222357), (14, 0.022222348)]",7
,2024-03-25 22:49:07,qazw123456,1,莫名其妙点赞和投币，反馈了无数次没有任何效果,从今年开始，站莫名其妙点赞和投币视频，我的帐号播放记录里面没有投币和点赞的视频，打过客服电话，在线联系过客服，很规律，每天点赞3个视频，投币5个视频，删都删不过来，我的站硬币也越来越少，要不是站收藏了很多博主的健身视频，要不然早卸载了，垃圾软件！！！！！,点赞 投币 视频 帐号 播放 记录 投币 点赞 视频 客服 电话 客服 规律 视频 投币 视频 删不 硬币 收藏 博主 健身 视频 卸载 垃圾 软件,负面,"[(2, 0.060705382), (10, 0.9059524)]",10
,2024-03-25 21:33:47,四日昌田,5,建议,希望下载视频里也能分列表,希望 下载 视频 列表,负面,"[(0, 0.013333698), (1, 0.013333703), (2, 0.013333721), (3, 0.013333797), (4, 0.013333711), (5, 0.013333753), (6, 0.35411692), (7, 0.013333729), (8, 0.013333705), (9, 0.013333696), (10, 0.013333747), (11, 0.013333721), (12, 0.013333703), (13, 0.47254476), (14, 0.013333703)]",13
,2024-03-25 21:02:46,请叫我西柚君,1,我就想知道把广告放在评论上面的是哪个鬼才？,这人是不是吃泡面就只会有叉子是吧！点个评论咔咔给我跳转 不跳转个三四次都不带能看到评论的！祝他永远上厕所永远会塞马桶 买易拉罐永远没有拉环 买奶茶永远没有吸管 吃西瓜全部都是西瓜子 排队永远被人插队！！！,泡面 叉子 评论 跳转 跳转 带能 评论 厕所 马桶 奶茶 吸管 全部都是 排队 插队,负面,"[(11, 0.93767214)]",11
,2024-03-25 19:50:36,光暗共生,3,为什么现在缓存视频没有播放方式了？😅,这是还是你们就搞成这样了？,搞成,负面,"[(0, 0.03338696), (1, 0.03338696), (2, 0.03338696), (3, 0.03338696), (4, 0.03338696), (5, 0.03338696), (6, 0.03338696), (7, 0.03338696), (8, 0.5325825), (9, 0.03338696), (10, 0.03338696), (11, 0.03338696), (12, 0.03338696), (13, 0.03338696), (14, 0.03338696)]",8
,2024-03-25 18:07:32,你的banana,1,bug成堆,视频，下载，无响应，缓存视频，点右上角下载，无响应，打开视频黑屏,视频 下载 响应 缓存 视频 下载 响应 打开 视频,负面,"[(13, 0.9066653)]",13
,2024-03-25 08:56:51,王路易斯,4,更新后容易卡尤其是晚上刷视频的时候,进度条走一点退一点，画面是慢动作，无声音,进度条 画面 慢动作 声音,负面,"[(0, 0.013339449), (1, 0.013339291), (2, 0.013339287), (3, 0.013339288), (4, 0.0133393), (5, 0.013339285), (6, 0.013339285), (7, 0.013339285), (8, 0.013339297), (9, 0.8132498), (10, 0.013339285), (11, 0.013339319), (12, 0.013339285), (13, 0.013339285), (14, 0.013339285)]",9
,2024-03-25 00:42:43,暖暖an,1,垃圾软件,垃圾软件 一堆上传血腥暴力举报多次无效，吃动物血肉馒头，弹幕质量低下，视频质量低劣，用户违法举报不处理，盈亏～可喜可贺,垃圾 软件 上传 血腥 暴力 举报 无效 动物 血肉 馒头 弹幕 质量 低下 视频 质量 低劣 用户 举报 盈亏 可喜可贺,负面,"[(1, 0.9555362)]",1
,2024-03-24 23:52:37,杨世居,1,垃圾,非要让评论那就是垃圾,评论 垃圾,负面,"[(0, 0.02222241), (1, 0.022222465), (2, 0.022222416), (3, 0.022222357), (4, 0.022222383), (5, 0.4019732), (6, 0.022222426), (7, 0.02222245), (8, 0.022222398), (9, 0.022222359), (10, 0.022222366), (11, 0.022222398), (12, 0.30913562), (13, 0.022222364), (14, 0.022222366)]",5
,2024-03-24 23:41:24,AirPodLeft,5,Mac版上线App Store,（该条评论已经被删除）现在用 安装的，更新不方便，都开发好了为什么不直接上架  呢？,评论 删除 安装 开发 上架,负面,"[(0, 0.011114912), (1, 0.011114888), (2, 0.011114881), (3, 0.011114879), (4, 0.011114904), (5, 0.0111149475), (6, 0.0111149335), (7, 0.011114885), (8, 0.011114905), (9, 0.8443914), (10, 0.011114888), (11, 0.011114911), (12, 0.01111488), (13, 0.011114889), (14, 0.011114882)]",9
,2024-03-24 22:18:47,䄟鯯蒙,5,nice,评论没有骂人的,评论 骂人,负面,"[(0, 0.022222765), (1, 0.022222763), (2, 0.022222763), (3, 0.022222763), (4, 0.02222279), (5, 0.022222843), (6, 0.02222278), (7, 0.022222763), (8, 0.022222785), (9, 0.022222783), (10, 0.022222787), (11, 0.6888811), (12, 0.022222765), (13, 0.022222776), (14, 0.022222769)]",11
,2024-03-24 04:48:38,阿巴阿巴打多多,1,广告太多了,自从出了竖屏刷视频全是广告，太恶心了。三四个视频一个带货或者游戏广告或者小说广告，特别是那些带货的下面全是机器人一样的低能水军，都说站小学生多，那些水军的评论比小学生还低能，我以为我是进了什么低智软件,屏刷 视频 广告 恶心 视频 游戏 广告 小说 广告 带货 机器人 低能 水军 水军 评论 低能 软件,负面,"[(2, 0.1621603), (11, 0.16655155), (12, 0.6268343)]",12
,2024-03-24 04:17:57,1357946462,1,发热超级严重,更新版本之后，14刷短视频手机一直在发热，希望修复。,版本 刷短 视频 手机 发热 希望 修复,负面,"[(5, 0.88331294)]",5
,2024-03-23 20:18:17,天书礼物,1,播放视频黑屏,（该条评论已经被删除）啊米诺斯我只能说,评论 删除 只能,负面,"[(0, 0.01666689), (1, 0.016666884), (2, 0.016666885), (3, 0.016666885), (4, 0.0166669), (5, 0.7666635), (6, 0.016666912), (7, 0.016666899), (8, 0.016666895), (9, 0.016666899), (10, 0.016666895), (11, 0.016666926), (12, 0.016666897), (13, 0.016666891), (14, 0.016666885)]",5
,2024-03-23 19:06:54,10388282,3,广告和推送质量,现在的站广告真的不比其他平台少。推广质量也不怎么样。还有推送质量很差很差好吗。现在都很少用站看一些视频了,广告 平台 推广 质量 推送 质量 视频,负面,"[(13, 0.8833317)]",13
,2024-03-23 19:04:54,看见这结局,1,能不能快死,求求了,求求,负面,"[(0, 0.03333479), (1, 0.033334788), (2, 0.033334814), (3, 0.033334788), (4, 0.033334788), (5, 0.03333479), (6, 0.033334795), (7, 0.033334788), (8, 0.033334788), (9, 0.5333129), (10, 0.033334788), (11, 0.033334803), (12, 0.033334788), (13, 0.033334803), (14, 0.033334795)]",9
,2024-03-23 12:36:20,V滚回家换个风格,1,垃圾。恰烂钱,内容越来越低质。到处都是推销的视频。几十个几个粉丝的推销号买几百万播放量你们流程也能审批通过？恰烂钱不寒颤是吧。,内容 低质 推销 视频 粉丝 推销 播放 流程 审批 寒颤,负面,"[(7, 0.9151147)]",7
,2024-03-23 10:26:40,aicai0113,1,摇一摇广告牛皮癣,手机改成英文后消停了几天，后面可能是识别到我不是外国人摇一摇广告就又来了 哈哈哈哈,手机 改成 消停 识别 外国人 广告,负面,"[(5, 0.8665004)]",5
,2024-03-23 09:11:19,steelhe123,5,BUG iphone开启屏幕距离检测，没有自动锁屏,开启屏幕距离检测，当距离太近时，手机切至白屏提醒，视频没有自动暂停。导致关联部门没看到啊。其他基本都会自动暂停，比如微信，腾讯视频等。,开启 屏幕 距离 距离 手机 切至 白屏 提醒 视频 导致 部门 视频,负面,"[(4, 0.9281716)]",4
,2024-03-23 08:53:09,春天来了吗啊喂呀亲,1,差评,为什么就没人管一管站这个摇一摇跳转，太烦了😫,跳转 太烦,负面,"[(0, 0.022222994), (1, 0.02222302), (2, 0.022222996), (3, 0.3520627), (4, 0.022222996), (5, 0.022223003), (6, 0.35903826), (7, 0.022222998), (8, 0.022222996), (9, 0.022222998), (10, 0.02222301), (11, 0.022223001), (12, 0.022222996), (13, 0.022222996), (14, 0.022223001)]",6
,2024-03-23 08:33:10,金钢竹筒饭,2,iphone 7p打开弹幕发送栏无法收回,不管是横屏还是竖屏，点开弹幕发送栏就必须退出视频页面重新进才能收起弹幕栏，这个问题至少2年多了,竖屏 弹幕 发送 退出 视频 页面 收起 弹幕,负面,"[(1, 0.31449968), (7, 0.4992736), (14, 0.09729676)]",7
,2024-03-23 01:46:59,八百奔波尔霸,1,我想摇一摇你 m 的骨灰盒,谁加的广告，真是个人才。祝你拿着你  骨灰盒的时候不小心触发一个你 骨灰盒弹开的效果,谁加 广告 人才 骨灰盒 小心 触发 骨灰盒 弹开 效果,负面,"[(3, 0.7483445), (5, 0.16492799)]",3
,2024-03-22 21:11:59,中国李小洛,1,B站成儿童厕所了,用户越来越低龄化 内容越来越同质化 盗视频官方不怎么管 创作激励又双叒叕要砍了,用户 低龄化 内容 同质化 视频 官方 激励,负面,"[(2, 0.14883403), (7, 0.4229018), (13, 0.32825604)]",7
,2024-03-22 19:20:06,中通快递员,1,2024年3月更新版本之后下载下来的视频，无法设置单曲循环了！！！！！！！！！！！,下载好的歌没办法单曲循环听！！！！！！！！！！工作人员，你感受到我的愤怒了吗？！？？？！！！！！！！！！！！！！！！！！！我真的生气！！！！！想提着刀片杀到你们公司去了！！！！！！！！！！！！！！！！！！！！！！！！！！,下载 办法 单曲 工作人员 感受 愤怒 生气 提着 刀片 杀到 公司,负面,"[(8, 0.7659607), (10, 0.09128666), (12, 0.07602103)]",8
,2024-03-22 16:34:45,这岁月色坡跟心魄,1,广告多,动不动就点到广告，服了。当初就是因为没广告才用的啊，我大会员也包年了，能不能去广告啊……好烦,点到 广告 广告 才用 会员 包年 广告 好烦,负面,"[(0, 0.8962596)]",0
,2024-03-22 14:11:14,没有名字222222,1,真无语你啊，为什么要删人家王子耀爸爸的贴心？,你有点良心吗，恶心死了你,良心 恶心,负面,"[(0, 0.022222737), (1, 0.022222692), (2, 0.022222707), (3, 0.022222888), (4, 0.02222283), (5, 0.022222655), (6, 0.0222227), (7, 0.022222726), (8, 0.68888193), (9, 0.022222714), (10, 0.022222687), (11, 0.022222674), (12, 0.022222701), (13, 0.022222674), (14, 0.022222657)]",8
,2024-03-22 13:45:59,0423猫猫,1,很垃圾得软件,举报人身攻击根本没用,举报 没用,负面,"[(0, 0.022223068), (1, 0.022223072), (2, 0.022223057), (3, 0.02222306), (4, 0.022223065), (5, 0.022223061), (6, 0.02222323), (7, 0.02222306), (8, 0.022223046), (9, 0.022223081), (10, 0.022223061), (11, 0.6888769), (12, 0.022223046), (13, 0.02222305), (14, 0.022223096)]",11
,2024-03-22 07:25:54,不想要所谓昵称,1,广告超多,首页打开必有广告有时候还不止一个广告，而且都是低质量的带货广告，你去看一眼他们的评论区就知道那些甚至是水军或者是机器人。我就不知道你在筛选什么，真的让没钱的赶紧滚别用了留下能买卖货的？而且已经找客服投诉了好几次了。一直推广告。但是就是依旧推。,打开 广告 广告 低质量 带货 广告 评论 水军 机器人 筛选 没钱 别用 留下 买卖 客服 投诉 广告,负面,"[(3, 0.11314886), (11, 0.77013224), (12, 0.072242714)]",11
,2024-03-22 06:02:42,偷猎几乎是难受,1,冲你黑名单有上限就永远不可能给你五星,评论环境这么恶劣，还在黑名单上面恶心人，那老用户只能祝你发烂发臭了。,评论 环境 恶劣 恶心 用户 只能 发烂 发臭,负面,"[(9, 0.89627624)]",9
,2024-03-21 21:12:19,Hyiyi_,1,不想做就不要做了,广告广告全是广告宣传,广告 广告,负面,"[(0, 0.02222227), (1, 0.022222396), (2, 0.6888881), (3, 0.02222232), (4, 0.022222258), (5, 0.02222226), (6, 0.02222227), (7, 0.022222262), (8, 0.022222275), (9, 0.02222226), (10, 0.02222227), (11, 0.022222267), (12, 0.02222226), (13, 0.022222267), (14, 0.022222258)]",2
,2024-03-21 19:50:07,耐克fm,1,陈叔叔没抹抹,（该条评论已经被删除）服了，别人骂我只删评论，我回一嘴就封号七天，祝站赶紧褒姒，纳斯达克股票必跌停。再加一句，看站去年亏了那么多钱真的是自作自受，我特别开心。因为我的评论就像陈睿的木琴一样没了，自动被陈睿删了，这个平台没救了，早日似了喵,评论 删除 评论 封号 股票 跌停 亏了 开心 评论 平台 没救,负面,"[(4, 0.92219716)]",4
,2024-03-21 18:04:26,小丑🤡6666666,1,我账号被莫名其妙永久封禁了,垃圾，问客服也是东扯西扯的，也不告诉原因，心真的很累，推一个其他软件,垃圾 客服 告诉 原因,负面,"[(0, 0.013335248), (1, 0.013335266), (2, 0.013335241), (3, 0.013335205), (4, 0.0133352), (5, 0.2333831), (6, 0.013335237), (7, 0.0133352615), (8, 0.013335214), (9, 0.01333522), (10, 0.013335204), (11, 0.5932589), (12, 0.013335267), (13, 0.013335219), (14, 0.013335209)]",11
,2024-03-21 14:06:20,乐不思薯片,4,Xios11下载不了,两个版本前我把软件误删了，我打算重新下回来的时候发现后面更新的两个版本都显示要12以上才能下载，但简介里写的11就可以下载了啊，希望看到此评论的工作人员可以帮我反馈一下，只要让我能重新下载回来就好,版本 软件 误删 打算 回来 发现 版本 显示 下载 简介 下载 希望 评论 工作人员 反馈 下载 回来,负面,"[(3, 0.21204756), (8, 0.739787)]",8
,2024-03-21 10:46:02,离线呢,2,不更新显示断网。。。,为什么显示断网。。。。。。,显示 断网,负面,"[(0, 0.02223114), (1, 0.022231154), (2, 0.022231033), (3, 0.022231031), (4, 0.022231093), (5, 0.022231057), (6, 0.6887649), (7, 0.022231113), (8, 0.022231055), (9, 0.022231063), (10, 0.022231048), (11, 0.02223104), (12, 0.02223105), (13, 0.022231143), (14, 0.022231039)]",6
,2024-03-21 08:41:14,chengzixxxxxx,1,广告越来越多,站现在广告越来越多了 刷了十个短视频弹出来5个广告。,广告 视频 广告,负面,"[(0, 0.01666673), (1, 0.7666655), (2, 0.016666772), (3, 0.016666748), (4, 0.016666738), (5, 0.016666736), (6, 0.016666723), (7, 0.016666787), (8, 0.016666746), (9, 0.016666727), (10, 0.016666763), (11, 0.016666763), (12, 0.01666673), (13, 0.016666785), (14, 0.016666716)]",1
,2024-03-21 08:26:19,丶灬艾伦,1,垃圾,垃圾随意删评论 发个可爱都秒删,垃圾 评论 可爱,负面,"[(0, 0.016673386), (1, 0.016673397), (2, 0.016673386), (3, 0.01667339), (4, 0.016673401), (5, 0.22102332), (6, 0.016673442), (7, 0.016673394), (8, 0.016673416), (9, 0.016673382), (10, 0.016673382), (11, 0.01667341), (12, 0.56222254), (13, 0.016673382), (14, 0.016673375)]",12
,2024-03-21 07:30:04,牛哥哥A个不承认,5,小气鬼,小气鬼不给我看权志龙！活该你赚不到钱小气小气小气,小气鬼 活该 不到 小气 小气 小气,负面,"[(14, 0.86662835)]",14
,2024-03-21 01:05:04,爱奇艺骗钱开会员,1,垃圾,垃圾 看啥啥看不了 看得了 要收费。呸,垃圾 看得 收费,负面,"[(0, 0.016672242), (1, 0.7665886), (2, 0.016672261), (3, 0.016672233), (4, 0.016672233), (5, 0.016672233), (6, 0.016672242), (7, 0.016672248), (8, 0.016672237), (9, 0.016672233), (10, 0.016672233), (11, 0.016672235), (12, 0.016672248), (13, 0.016672233), (14, 0.016672235)]",1
,2024-03-20 20:41:25,🗿O.o🗿,1,把我的东方还给我,陈睿你告诉我为什么东方标签会限流😡😡😡,告诉 标签 限流,负面,"[(0, 0.016685124), (1, 0.016685124), (2, 0.016685124), (3, 0.016685124), (4, 0.016685124), (5, 0.24089606), (6, 0.016685134), (7, 0.2837931), (8, 0.016685124), (9, 0.016685171), (10, 0.01668513), (11, 0.27508926), (12, 0.016685134), (13, 0.01668515), (14, 0.01668513)]",7
,2024-03-20 20:14:44,peterlll,1,会员,买了年大会员，第二天取消了自动续期居然把我的年会员时间减一半，太黑了,会员 取消 会员 时间,负面,"[(0, 0.37801993), (1, 0.013333965), (2, 0.013333992), (3, 0.013333968), (4, 0.01333397), (5, 0.013333972), (6, 0.013333962), (7, 0.013333983), (8, 0.013333972), (9, 0.24817039), (10, 0.013333992), (11, 0.013333964), (12, 0.013333965), (13, 0.21380207), (14, 0.013333964)]",0
,2024-03-20 19:46:19,zwpwd,1,能不能管好你们家的竖屏模式,迎合大众口味出竖屏模式，没有问题，你们也出好几年了，但是可不可以让点了竖屏模式不感兴趣的有一点体验？每次点完竖屏不感兴趣没过多长时间又给你蹦出来，神经病啊？！,迎合 大众 口味 模式 竖屏 模式 体验 多长时间 蹦出来 神经病,负面,"[(1, 0.742616), (10, 0.17853755)]",1
,2024-03-20 16:27:50,不要换动物形象,1,误导充值,新人怎么知道充电不是充会员，充完了还不能看，又充了一次，最后才知道是充给私人的，问题两次搜索都是点的第一个结果，竟然还是两个人！！！还纳闷站会员这么贵，一个月100多！竟然不是会员，是给私人的！！！气死我了。直接卸载,新人 充电 会员 充完 充给 私人 搜索 纳闷 会员 会员 私人 卸载,负面,"[(8, 0.9281764)]",8
,2024-03-20 15:44:37,确实挺不错的👍,2,一般 广告比较多,不知道什么时候才能解决 广告很多 加上什么时候能整改一下蚊子字的问题 手机字号都很大了 哔哩哔哩还是蚊子字,解决 广告 整改 蚊子 手机 字号 很大 哔哩 哔哩 蚊子,负面,"[(4, 0.07814753), (9, 0.6534019), (14, 0.19569711)]",9
,2024-03-20 05:07:21,珞文,1,啥玩意？推送的啥玩意？,这段时间以来，推送的内容能看？拜拜了您嘞！,推送 内容,负面,"[(0, 0.022222422), (1, 0.022222437), (2, 0.02222245), (3, 0.022222424), (4, 0.022222428), (5, 0.022222437), (6, 0.022222424), (7, 0.022222491), (8, 0.02222242), (9, 0.02222246), (10, 0.022222422), (11, 0.022222435), (12, 0.022222424), (13, 0.68888587), (14, 0.022222422)]",13
,2024-03-20 04:48:11,7788980,1,体验太差了,辱骂引战的一大堆弹幕评论举报没用，老用户体验越来越不好，现在的站就是个垃圾场,辱骂 引战 弹幕 评论 举报 没用 用户 体验 垃圾场,负面,"[(11, 0.9066609)]",11
,2024-03-20 03:49:19,jwndjskak,1,一直访问剪切板有意思吗？,切换个，每切回站都访问我剪切板，真，碧阳晚意，初生东曦,切换 访问 剪切板,负面,"[(0, 0.24619189), (1, 0.016672846), (2, 0.0166728), (3, 0.016672846), (4, 0.0166728), (5, 0.016672798), (6, 0.016672798), (7, 0.016672801), (8, 0.016672801), (9, 0.016672805), (10, 0.016672844), (11, 0.016672798), (12, 0.016672805), (13, 0.016672805), (14, 0.5370616)]",14
,2024-03-19 21:52:21,666-666-,4,hd版哔哩哔哩看半小时左右自动闪退,版哔哩哔哩看半小时左右自动闪退,哔哩 哔哩 闪退,负面,"[(0, 0.016666735), (1, 0.016666742), (2, 0.016666735), (3, 0.016666751), (4, 0.016666736), (5, 0.01666674), (6, 0.2618818), (7, 0.016666759), (8, 0.016666738), (9, 0.016666742), (10, 0.016666733), (11, 0.016666738), (12, 0.016666733), (13, 0.016666736), (14, 0.5214506)]",14
,2024-03-19 20:53:21,旺财骑牛,2,更新后经常闪退,经常闪退,闪退,负面,"[(0, 0.033333424), (1, 0.033333443), (2, 0.033333424), (3, 0.033333454), (4, 0.03333343), (5, 0.033333436), (6, 0.53333193), (7, 0.033333473), (8, 0.033333436), (9, 0.03333344), (10, 0.033333424), (11, 0.03333343), (12, 0.033333424), (13, 0.033333432), (14, 0.033333424)]",6
,2024-03-19 18:51:11,巍峨的凡哥,1,短视频,站刷短视频五个得有四个广告真恶心，屏蔽还屏蔽不了,站刷 视频 广告 恶心 屏蔽 屏蔽,负面,"[(10, 0.8666396)]",10
,2024-03-19 11:51:44,PBDevil,1,离线缓存过得视频还需要网络才能看吗？,单位网络不稳定，偶尔会断线从连，本来以为离线缓存下来可以稳定播放，结果每次断网……离线缓存的视频也断掉不能看，就请问离线缓存的意义在哪里？特意试了一下不联网，离线缓存都进不去，别说看离线缓存的视频了～纯纯大冤种！(ꐦ°᷄д°᷅),单位 网络 稳定 断线 离线 缓存 稳定 播放 断网 离线 缓存 视频 断掉 请问 离线 缓存 意义 离线 缓存 进不去 离线 缓存 视频 纯纯 冤种,负面,"[(13, 0.9640858)]",13
,2024-03-19 09:54:10,DI0ffline,1,莫名其妙把账号退出来了,太讨厌了，，，我基本上每天都看这个软件，但是不知道为什么，昨天发现莫名其妙把我的账号退出来了，，，我绑定的手机号还是一个已经没法用的号，找回账号弄了半天，还不允许实名认证，只能通过回忆以前的信息，但是我邮箱也没绑定，密码也不记得，我能填出来的信息只有常用登陆地址和绑定的手机号。。。不知道能不能成功。。。养了好几年的号终于让这个深井软件给废了。。。。。。,讨厌 软件 发现 账号 退出 绑定 手机号 找回 账号 实名 认证 只能 回忆 信息 邮箱 绑定 密码 记得 信息 登陆 地址 绑定 手机号 成功 软件,负面,"[(0, 0.38423085), (8, 0.4916675), (12, 0.093318045)]",8
,2024-03-19 08:31:26,啥了第几集丢给你陪酒的,1,播放视频只有声音没有画面，纯黑屏,（该条评论已经被删除）垃圾玩意,评论 删除 垃圾 玩意,负面,"[(0, 0.013333497), (1, 0.36500913), (2, 0.013333522), (3, 0.0133334845), (4, 0.013333499), (5, 0.46165538), (6, 0.013333504), (7, 0.013333504), (8, 0.013333499), (9, 0.013333489), (10, 0.013333491), (11, 0.013333506), (12, 0.013333504), (13, 0.013333491), (14, 0.013333491)]",5
,2024-03-19 02:51:53,运动世界校园作者没🐎,1,阿瓦隆,（该条评论已经被删除）赤石的,评论 删除 赤石,负面,"[(0, 0.016673176), (1, 0.016673172), (2, 0.016673174), (3, 0.016673174), (4, 0.76657504), (5, 0.016673515), (6, 0.01667319), (7, 0.016673174), (8, 0.016673202), (9, 0.016673189), (10, 0.016673185), (11, 0.016673228), (12, 0.016673176), (13, 0.016673187), (14, 0.016673177)]",4
,2024-03-18 08:20:42,老铁，这游戏真不错,1,B站能不能不跟风？,之所以下站也用了好多年了，就是不喜欢抖音快手什么，觉得站和那些洗脑软件不一样，谁知道去年开始站也开始竖屏视频和短视频，2024年开始更加烦人的把这种恶心人的小剧场加上了，刷10个视频给你推7、8个，实话实说我现在都想卸载站，现在的站和原来不一样了，越来越让人觉得用起来不舒服了,下站 喜欢 洗脑 软件 竖屏 视频 视频 烦人 恶心 小剧场 视频 卸载 舒服,负面,"[(3, 0.13826758), (11, 0.7997645)]",11
,2024-03-18 03:24:42,fkfkfkfkfkU,1,垃圾广告点进去就卡死,垃圾广告点进去就卡死，放的还是原先切评论区的位置，骗点击量，跳微信的就多次加载，放视频广告的就卡死，陈睿你4掉了,垃圾 广告 评论 位置 点击 微信 加载 视频 广告,负面,"[(1, 0.38513228), (6, 0.119805396), (11, 0.4150572)]",11
,2024-03-18 01:51:42,Shawna00,1,关于直播环境以及页面排版,在看评论区的时候经常能在网页版右侧看到一些擦边的大头照，有些乍一看很吓人，希望官方能把的位置挪一挪，很影响网站浏览体验,评论 网页 擦边 大头照 吓人 希望 官方 位置 网站 浏览 体验,负面,"[(0, 0.1801413), (3, 0.5125161), (5, 0.24064584)]",3
,2024-03-17 23:21:20,马鹏淏,4,iPhone 15 ProMax软件崩溃,如题 隔段时间总是进不去软件 卡在加载界面 关机重启才能恢复,进不去 软件 加载 界面 关机 重启 恢复,负面,"[(1, 0.40978497), (5, 0.19453338), (6, 0.29566112)]",1
,2024-03-17 22:13:26,hlbnnnn,1,看直播连个画中画都没有,看视频可以  看直播根本没有画中画  都什么年代了还这么落后,视频 画中画 落后,负面,"[(0, 0.016684601), (1, 0.016684603), (2, 0.016684633), (3, 0.016684597), (4, 0.016684603), (5, 0.016684603), (6, 0.016684597), (7, 0.016684616), (8, 0.016684605), (9, 0.016684601), (10, 0.016684609), (11, 0.01668462), (12, 0.016684601), (13, 0.7664155), (14, 0.016684597)]",13
,2024-03-17 18:56:01,洛洛米LM,1,没有下限的广告,（该条评论已经被删除）,评论 删除,负面,"[(0, 0.02222224), (1, 0.022222236), (2, 0.022222236), (3, 0.022222236), (4, 0.022222266), (5, 0.6888885), (6, 0.02222225), (7, 0.022222236), (8, 0.022222258), (9, 0.022222249), (10, 0.022222247), (11, 0.022222303), (12, 0.02222224), (13, 0.022222249), (14, 0.022222241)]",5
,2024-03-17 16:02:28,呃369996,1,体验贼差,看到正起劲，突然画面中间弹出个三连关注，自动刷新也是极其恶心,起劲 画面 弹出 关注 刷新 恶心,负面,"[(0, 0.29428333), (4, 0.5818666)]",4
,2024-03-17 14:55:22,伯约让你失望了,1,账号申诉太复杂，时间长，没有电话人工客服,两台设备登陆账号就给我封了账号，我就不能有两个手机吗，真是无语。而且线上客服一点作用没有，还没有电话客服，真是垃圾到家的,登陆 账号 账号 手机 客服 作用 电话 客服 垃圾,负面,"[(10, 0.12118519), (12, 0.7921432)]",12
,2024-03-17 14:19:20,觉得金额和你的就是难受。。。,1,无语,现在站来了一堆什么逆天？刷到的视频纯纯就是赤石，内容睿智的发人深思。,刷到 视频 纯纯 赤石 内容 睿智,负面,"[(4, 0.8665887)]",4
,2024-03-17 14:13:13,Zardwa,1,返回有问题，差评！！,左上角返回，直接就回到了主页，而不是上一个视频。左侧滑动也是回到主页，安卓系统就不是这样！你们的代码有问题！,返回 回到 主页 视频 回到 主页 系统 代码,负面,"[(1, 0.63985103), (13, 0.26384088)]",1
