内容,主题概率,主题类型
客服 搭理 里边 虫子 蜘蛛 第一次 东西 谁给我 解释 东西 虫子 蜘蛛网 情况,"[(0, 0.17697132), (5, 0.76933545)]",5
本来 开出 一两个 东西 难免会 分给 好果 发霉 恶心,"[(0, 0.012538456), (1, 0.91230077), (2, 0.012535509), (3, 0.012511428), (4, 0.012545991), (5, 0.012519249), (6, 0.012515729), (7, 0.012532899)]",1
坏掉 挺多 十几个 一包 客服 补发 纯肉 真空包装 没收 客服 不理 果肉 没熟 很酸,"[(3, 0.14496918), (7, 0.8049027)]",7
还行 没法 浪费,"[(0, 0.031321477), (1, 0.031310868), (2, 0.5410472), (3, 0.031277835), (4, 0.27103353), (5, 0.03136123), (6, 0.031356856), (7, 0.031290952)]",2
垃圾 袋里 至少 坏果 客服 下次 购买 补发 垃圾,"[(0, 0.012521397), (1, 0.012515962), (2, 0.334865), (3, 0.012526251), (4, 0.012515269), (5, 0.5900409), (6, 0.012505339), (7, 0.012509898)]",5
谨慎 购买 一袋 个果 虫卵 分明 欺骗 消费者 慎购 客服 回复 失败 购物,"[(5, 0.9373698)]",5
一点 十个 一半 几个 一点 品相 糟糕 当做 慈善 回家 打开 影响 心情,"[(5, 0.08528709), (6, 0.8610334)]",6
长霉 一共,"[(0, 0.041796654), (1, 0.04169269), (2, 0.7080332), (3, 0.041687265), (4, 0.041704334), (5, 0.04169615), (6, 0.041701566), (7, 0.041688118)]",2
发霉 建议,"[(0, 0.04176975), (1, 0.04172194), (2, 0.04168653), (3, 0.041672185), (4, 0.36058164), (5, 0.38914275), (6, 0.04167847), (7, 0.041746702)]",5
看吧 客服 打电话 不理 二十块 特别 小袋 打开 里边 几个 一半 长毛 东西 水果 外表 看不出来 理解 二十块 钱用 袋子 客服 几天 搭理 实在 办法 打电话 才理 电话 忙不过来 人数,"[(0, 0.84923726), (4, 0.12651272)]",0
四袋 一袋 没长 一袋 干巴 商家 全款,"[(0, 0.36918372), (1, 0.015667582), (2, 0.015648419), (3, 0.5368219), (4, 0.015660372), (5, 0.01564881), (6, 0.015673524), (7, 0.015695708)]",3
一袋 发现 没意思 先买 没想到 真的 失望 希望 客服,"[(0, 0.012536217), (1, 0.012523203), (2, 0.39677396), (3, 0.5280726), (4, 0.012520584), (5, 0.012531017), (6, 0.0125203915), (7, 0.012522068)]",3
不想 发霉 破损 几个 无语,"[(0, 0.02089764), (1, 0.020853015), (2, 0.020876344), (3, 0.020839885), (4, 0.020866083), (5, 0.02085859), (6, 0.020852204), (7, 0.8539562)]",7
果子 四袋 一袋 果子 虫子 干果 连皮 坑人 再也 描述 相符 情况 性价比 及底,"[(0, 0.54375756), (3, 0.23986156), (6, 0.17458369)]",0
没买 姐妹 长虫 漏给 最差 网购 体验 姐妹,"[(0, 0.013908283), (1, 0.013898981), (2, 0.0138968555), (3, 0.013900137), (4, 0.013897152), (5, 0.19824871), (6, 0.7183543), (7, 0.0138955545)]",6
一袋 几个 四个,"[(0, 0.78096586), (1, 0.03127969), (2, 0.031351514), (3, 0.031267658), (4, 0.031280335), (5, 0.031270474), (6, 0.031320848), (7, 0.031263612)]",0
收到 货是 虫子 一二 直播间 展示 收到 三四 可怜 通货 理解 直播间 展示 直播间 展示 模特 称好 称好 看图 一二 主播 手里 包装袋 来回 完出 直播间 镜头 展示 傻子 主播 聪明,"[(6, 0.97261006)]",6
建议 服务 客服 发消息 带回 一包 本来 几个 打开 一包 发霉 虫眼,"[(0, 0.55705553), (1, 0.3851116)]",0
真的 看抖 直播 好吃 营销 手段 坏果 一包 一两个 酸角 水果 直播 宣传 低糖 建议,"[(1, 0.77680004), (5, 0.17623241)]",1
拆开 七岁 小孩 有没有,"[(0, 0.025052607), (1, 0.025039123), (2, 0.025052978), (3, 0.025039133), (4, 0.02509231), (5, 0.8246326), (6, 0.025051454), (7, 0.025039785)]",5
商家 商家 很久 回复 吃出 百克 坏果 打电话 不通 网上 你家 东西 体验,"[(1, 0.54157907), (2, 0.0813309), (5, 0.332359)]",1
感觉 整体 潮湿 感觉 重量 第一 三分之一 坏果 第二袋 一半 虫眼 发霉 果子 剩下 没拆 东西 这么久 第二次,"[(0, 0.9538767)]",0
好多 坏果 一包 大小 十一个 三包 坏果 孩子 拍照,"[(0, 0.012529876), (1, 0.012514381), (2, 0.012523178), (3, 0.012509257), (4, 0.012509743), (5, 0.9123791), (6, 0.012525744), (7, 0.012508726)]",5
两包 几十块 一点 至少 一包 坏果 品质,"[(0, 0.015660616), (1, 0.015642297), (2, 0.015648164), (3, 0.01563112), (4, 0.015633518), (5, 0.89052), (6, 0.015633455), (7, 0.015630864)]",5
袋子 袋子 几个 发霉 一半,"[(0, 0.50329816), (1, 0.020853456), (2, 0.020855542), (3, 0.020842055), (4, 0.020879263), (5, 0.020842649), (6, 0.37156543), (7, 0.020863444)]",0
品质 不好 坏果 比率 多长 白毛 虫卵 第一次 算是 踩坑 小心 避雷 值得,"[(0, 0.70370865), (5, 0.14749302), (7, 0.104051165)]",0
果率 一包 三个 小心 虫卵,"[(0, 0.31188944), (1, 0.020891542), (2, 0.56293005), (3, 0.02085122), (4, 0.020864796), (5, 0.020872919), (6, 0.020851906), (7, 0.020848142)]",2
发霉 长虫 新鲜,"[(0, 0.031317044), (1, 0.03133709), (2, 0.031278703), (3, 0.03125762), (4, 0.25630733), (5, 0.031317666), (6, 0.5558596), (7, 0.031324897)]",6
一包 四五个 类型 好不好,"[(0, 0.41341022), (1, 0.025039501), (2, 0.02503275), (3, 0.02502356), (4, 0.025034413), (5, 0.025044166), (6, 0.025032), (7, 0.43638343)]",7
包装 好多 一包 口感 不错,"[(0, 0.02086405), (1, 0.02086629), (2, 0.8539661), (3, 0.02083859), (4, 0.020869456), (5, 0.020886684), (6, 0.020853013), (7, 0.02085579)]",2
一包 大部分 发霉 变质 几个 头晕 吓死,"[(0, 0.01567026), (1, 0.015657242), (2, 0.8904039), (3, 0.015638549), (4, 0.015667234), (5, 0.015663117), (6, 0.0156435), (7, 0.015656132)]",2
满意 一袋 接受 一袋 两三个,"[(0, 0.020878818), (1, 0.02084397), (2, 0.020953052), (3, 0.8539517), (4, 0.020839443), (5, 0.020846138), (6, 0.02084615), (7, 0.020840729)]",3
真心 喜欢 酸角 看着 主播 好吃 买回来 吃不来 实话实说 口味 关系 起码,"[(2, 0.93255705)]",2
打开 虫子 蜘蛛网,"[(0, 0.03131946), (1, 0.031289767), (2, 0.031309374), (3, 0.031275004), (4, 0.03132164), (5, 0.03131414), (6, 0.031312503), (7, 0.78085816)]",7
好吃 打开 好多 虫眼 小眼,"[(0, 0.02090021), (1, 0.020885626), (2, 0.43090847), (3, 0.020869805), (4, 0.020900676), (5, 0.4437533), (6, 0.02089638), (7, 0.020885509)]",5
描述 相符 情况 看抖 很好 回来 开进去 好几个 虫子,"[(0, 0.01252203), (1, 0.9122721), (2, 0.012538366), (3, 0.012549678), (4, 0.01251312), (5, 0.012533475), (6, 0.012525428), (7, 0.0125458045)]",1
虫子 发霉 一点 新鲜 好吃 建议 商家 回复 消息,"[(0, 0.012515918), (1, 0.012524782), (2, 0.012511585), (3, 0.012515942), (4, 0.012519767), (5, 0.595229), (6, 0.012515799), (7, 0.3296672)]",5
没见 挑选 打开 一包 虫眼 蜘蛛网 东西 几率 全是 好意思 真的,"[(0, 0.01044741), (1, 0.010435167), (2, 0.010459394), (3, 0.010429493), (4, 0.010440199), (5, 0.92690736), (6, 0.010447193), (7, 0.010433769)]",5
一袋,"[(0, 0.56236976), (1, 0.06250274), (2, 0.06251345), (3, 0.06258485), (4, 0.0625039), (5, 0.06251094), (6, 0.06251269), (7, 0.06250168)]",0
三发 发俩 包烂 一包 真空袋 发过来 搞不懂 商家 赚钱,"[(0, 0.012516763), (1, 0.91236347), (2, 0.012538336), (3, 0.012514181), (4, 0.012515103), (5, 0.012518085), (6, 0.012517124), (7, 0.012516999)]",1
坏果 垃圾 售后 说法,"[(0, 0.025037188), (1, 0.025009884), (2, 0.02503534), (3, 0.025047947), (4, 0.40579942), (5, 0.44405174), (6, 0.025013452), (7, 0.025005015)]",5
差评 暂时 四个 三个 发虫 本来 一包 几个 剩下 还好,"[(0, 0.20642178), (1, 0.011394293), (2, 0.23870666), (3, 0.011394284), (4, 0.011379521), (5, 0.0113827735), (6, 0.4979412), (7, 0.011379556)]",6
补发 发霉,"[(0, 0.04169174), (1, 0.041740656), (2, 0.04169923), (3, 0.04170955), (4, 0.70809495), (5, 0.041687686), (6, 0.041671965), (7, 0.041704282)]",4
发霉 坏果,"[(0, 0.7079099), (1, 0.041725926), (2, 0.041732892), (3, 0.041681875), (4, 0.041810308), (5, 0.041703615), (6, 0.041683342), (7, 0.04175217)]",0
宝们 本来 想着 算了 两包 真空 一包,"[(0, 0.8904344), (1, 0.015670033), (2, 0.01565509), (3, 0.015636627), (4, 0.015654476), (5, 0.015649412), (6, 0.015656617), (7, 0.015643336)]",0
商品 安全隐患 直播 补钙 买来 孩子 体验 快递 漏气 商家 不想 解决问题 推卸责任 快递 购物 多年 从未有过 差评 无良 商家 病毒 频发 保障 东西 放心 购买,"[(1, 0.9675267)]",1
一批 受潮 破皮 软皮 果肉 饱满 一袋 十来个 一共 四代 五十 去掉 坏果 没剩,"[(0, 0.8900683), (1, 0.059836324)]",0
一包 一半,"[(0, 0.70816785), (1, 0.04170701), (2, 0.041686215), (3, 0.041685496), (4, 0.041680127), (5, 0.041707993), (6, 0.041688204), (7, 0.04167711)]",0
一包 总共 几根,"[(0, 0.03136201), (1, 0.031317886), (2, 0.031302005), (3, 0.031280294), (4, 0.780838), (5, 0.031338636), (6, 0.031289134), (7, 0.031272013)]",4
两个 虫子 去年 蛀虫,"[(0, 0.02503895), (1, 0.0250278), (2, 0.025062958), (3, 0.02502678), (4, 0.025064569), (5, 0.02504511), (6, 0.8246538), (7, 0.025080057)]",6
大部分,"[(0, 0.06252208), (1, 0.06250166), (2, 0.06254762), (3, 0.06251516), (4, 0.062512815), (5, 0.5623944), (6, 0.062501654), (7, 0.06250462)]",5
一言难尽 好多 发霉 生虫,"[(0, 0.025050357), (1, 0.025047751), (2, 0.82463455), (3, 0.025019623), (4, 0.025095543), (5, 0.025038192), (6, 0.025045967), (7, 0.025068026)]",2
收到 一包 客服 补发 一个多 星期 没收,"[(0, 0.01565252), (1, 0.6149162), (2, 0.29112226), (3, 0.015665332), (4, 0.015667377), (5, 0.015653774), (6, 0.01566222), (7, 0.015660318)]",1
打开 第一个 发霉 拉丝,"[(0, 0.025053585), (1, 0.025021452), (2, 0.025018921), (3, 0.025026161), (4, 0.8247957), (5, 0.0250359), (6, 0.02502193), (7, 0.025026359)]",4
新鲜 表面 两包 果肉 一包 漏气,"[(0, 0.3962655), (1, 0.49646902), (2, 0.017883934), (3, 0.017863002), (4, 0.017866196), (5, 0.017882872), (6, 0.017893694), (7, 0.017875748)]",1
一包 一共 几颗 一部分,"[(0, 0.02507608), (1, 0.34899402), (2, 0.50085706), (3, 0.025004655), (4, 0.025018556), (5, 0.02502731), (6, 0.025013683), (7, 0.025008712)]",2
酸角 小包 小包,"[(0, 0.03125493), (1, 0.78121316), (2, 0.031255648), (3, 0.031253427), (4, 0.031254783), (5, 0.03125501), (6, 0.03125583), (7, 0.03125723)]",1
味道不好 本来 好评 算了 习惯 发霉,"[(0, 0.5049786), (1, 0.38771898), (2, 0.017879106), (3, 0.017872063), (4, 0.01789365), (5, 0.017875966), (6, 0.017898373), (7, 0.017883254)]",0
味道 坏果 一包 坏果 五个,"[(0, 0.6520234), (1, 0.020866597), (2, 0.020871438), (3, 0.020842278), (4, 0.22283085), (5, 0.02086422), (6, 0.020858916), (7, 0.020842316)]",0
零食 最差 体验 不想 包开 三个 两个 发霉 长毛 东西 一包 一共 几个 剩下,"[(0, 0.94154084)]",0
几个 纯属,"[(0, 0.041749872), (1, 0.041772563), (2, 0.70764464), (3, 0.041718565), (4, 0.041741595), (5, 0.041833613), (6, 0.04173429), (7, 0.0418049)]",2
四袋 坏果 几个,"[(0, 0.781118), (1, 0.03125843), (2, 0.03130181), (3, 0.031258896), (4, 0.03127163), (5, 0.031264115), (6, 0.03126764), (7, 0.031259507)]",0
超级 直播 实物 相差 甚远 第一次 评价 坏果 百分之五十 说好听 补坏 别家 一斤 质量 四十九 百花 下单 谨慎,"[(0, 0.6098804), (2, 0.116008066), (5, 0.24111767)]",0
朋友 慎买 一袋 半袋 打开 两袋 想着 发货 赔付 坏果 第一 保留 证据 没想到 第二袋 特别 几个 相当于 半袋,"[(0, 0.39543825), (4, 0.5670108)]",4
收到 打开 坏果 一包 大小 果子 八根 一根 坏果,"[(0, 0.4121665), (1, 0.01251295), (2, 0.01252715), (3, 0.012511758), (4, 0.01251397), (5, 0.012528006), (6, 0.5127292), (7, 0.012510431)]",6
直播 描述 空壳 有生 发霉 蜘蛛网 真的 无语 怀疑 去年,"[(0, 0.011410669), (1, 0.011388841), (2, 0.011386533), (3, 0.011415289), (4, 0.011413226), (5, 0.011403175), (6, 0.011413054), (7, 0.92016923)]",7
第一次 打开 果子 发霉 第一次 不咋地 发货 速度 包装,"[(0, 0.43121657), (1, 0.012543091), (2, 0.012522544), (3, 0.01250717), (4, 0.4936194), (5, 0.01253303), (6, 0.012535424), (7, 0.012522731)]",4
一包 补发 真无语,"[(0, 0.031336013), (1, 0.42638326), (2, 0.03130354), (3, 0.3857746), (4, 0.03130491), (5, 0.031331595), (6, 0.03128923), (7, 0.031276844)]",1
果子 还长 虫子 客服 回复,"[(0, 0.020856805), (1, 0.020880446), (2, 0.02085858), (3, 0.020910885), (4, 0.020852102), (5, 0.020896483), (6, 0.15215383), (7, 0.72259086)]",7
一锤子买卖 第二次 一包 十个 三个 重量 相当于 一半 补偿 六元 剩下 避坑,"[(0, 0.4324442), (1, 0.5097474)]",1
妈呀 到极点 感觉 不值 袋子 十来个 潮湿 发霉 烂糟 果肉 特别 十来个 一半 一半 奉劝 宝们 下单 谨慎 上当,"[(0, 0.5152964), (1, 0.4471186)]",0
一点 不好 一把 长霉,"[(0, 0.025056306), (1, 0.025060425), (2, 0.3028259), (3, 0.025022902), (4, 0.54685384), (5, 0.025069213), (6, 0.025063148), (7, 0.025048247)]",4
一包 好几个 质量,"[(0, 0.031337988), (1, 0.7808373), (2, 0.031273406), (3, 0.031260196), (4, 0.031268667), (5, 0.031372346), (6, 0.031392798), (7, 0.03125732)]",1
坏果 建议 购买,"[(0, 0.03131542), (1, 0.031261608), (2, 0.03128952), (3, 0.03126073), (4, 0.031258978), (5, 0.78107417), (6, 0.031264357), (7, 0.031275216)]",5
嘴巴 沙子 怎么回事,"[(0, 0.031273134), (1, 0.03129294), (2, 0.031273145), (3, 0.7810434), (4, 0.031273484), (5, 0.03128924), (6, 0.03127315), (7, 0.031281546)]",3
客服 耐心 态度 客观 产品质量 真的 坏果 当晚 拉肚子 搞不清楚 小心 坏果 肠道,"[(2, 0.93739206)]",2
特酸 坏果 一包,"[(0, 0.78090227), (1, 0.03130273), (2, 0.0313134), (3, 0.031288583), (4, 0.031292494), (5, 0.03131695), (6, 0.031295378), (7, 0.03128819)]",0
坏果 建议 网购 谨慎,"[(0, 0.0250307), (1, 0.025007412), (2, 0.02502132), (3, 0.025005277), (4, 0.02500924), (5, 0.8249065), (6, 0.02500608), (7, 0.02501342)]",5
果率 局部 发霉 发霉 干巴 咬一口 一包 一大半 两三个 完整 好果 主播 说有 售后 懒得 沟通 影响 体验,"[(3, 0.1697365), (4, 0.18359423), (7, 0.6136876)]",7
性价比 发霉 长虫,"[(0, 0.031278353), (1, 0.031305846), (2, 0.031290006), (3, 0.03127196), (4, 0.7808173), (5, 0.031309955), (6, 0.031443607), (7, 0.031282954)]",4
一包 里边 发霉 长毛 商家 统计 数量 可笑 至极 建议 购买 需谨慎,"[(0, 0.81311387), (3, 0.12905237)]",0
好多 发霉 总共 一半,"[(0, 0.34098148), (1, 0.02501918), (2, 0.025052978), (3, 0.025014972), (4, 0.50883543), (5, 0.025031691), (6, 0.025046824), (7, 0.02501742)]",4
四包 两包 吃酸 不行,"[(0, 0.025070151), (1, 0.025077108), (2, 0.025043868), (3, 0.4870062), (4, 0.025045969), (5, 0.36261684), (6, 0.0250827), (7, 0.025057163)]",3
打开 酸角 里边 虫卵 一包 里边 四个 完整 裂开 四包 一包 多点 扔掉 建议 慎买,"[(0, 0.9451722)]",0
凭良心讲 第一次 购买 坏果 全是 坏果 下次 无所谓 一袋 全是 坏果,"[(0, 0.9269763), (1, 0.010422675), (2, 0.010465611), (3, 0.010423715), (4, 0.010422541), (5, 0.010436612), (6, 0.010426022), (7, 0.010426521)]",0
一袋 一半 不好,"[(0, 0.7811453), (1, 0.031265035), (2, 0.031258874), (3, 0.031275712), (4, 0.031284027), (5, 0.03126029), (6, 0.031258393), (7, 0.031252425)]",0
虫子 发霉 恶心,"[(0, 0.031285975), (1, 0.031270523), (2, 0.031294297), (3, 0.031253085), (4, 0.031334378), (5, 0.031267628), (6, 0.031262733), (7, 0.78103137)]",7
总共 一袋 十来个 四个 坏果,"[(0, 0.6617751), (1, 0.020883948), (2, 0.02089308), (3, 0.020848265), (4, 0.21302368), (5, 0.02085986), (6, 0.02087269), (7, 0.020843333)]",0
一半 果子 长毛 外壳 颜色 发白 自然 成熟 理解 外壳 发霉 看不出来 真心 尝试 失望,"[(1, 0.7717674), (4, 0.104866326), (7, 0.08420891)]",1
服务 东西 先买 包装 想着 不错 包装 两个 订单 一大堆,"[(0, 0.011382299), (1, 0.011389624), (2, 0.011393846), (3, 0.011382341), (4, 0.011385272), (5, 0.92030525), (6, 0.011379914), (7, 0.011381477)]",5
那种 好多,"[(0, 0.707891), (1, 0.041686255), (2, 0.04183091), (3, 0.041669305), (4, 0.041705657), (5, 0.04173852), (6, 0.041773394), (7, 0.041704934)]",0
一共 五个 外壳 看着 发霉 干巴 味道 真的 那句话 永远 不到 主播 手上,"[(4, 0.17084818), (7, 0.7754585)]",7
最亏 第一 每次 几个 一袋 发现 一袋 能烂 一半多 第二袋 一次性 弄完 可恶 果率 真的 不值,"[(0, 0.26935646), (3, 0.6864362)]",3
收到 坏果 客服 电话 信息 回复 好意思 东西 上贴,"[(0, 0.012532064), (1, 0.012521976), (2, 0.73374975), (3, 0.19103707), (4, 0.012574963), (5, 0.012523677), (6, 0.012544361), (7, 0.012516166)]",2
百分 百分,"[(0, 0.041706532), (1, 0.041706562), (2, 0.041706555), (3, 0.041706573), (4, 0.041706577), (5, 0.70805407), (6, 0.04170656), (7, 0.0417066)]",5
压碎 坏果 客服 不理 机器人 回复 味道 个人感觉 新鲜,"[(0, 0.012535417), (1, 0.48027328), (2, 0.012533398), (3, 0.012526867), (4, 0.012516805), (5, 0.012533406), (6, 0.012519755), (7, 0.44456106)]",1
打开 十个 最少 五个 气死我了,"[(0, 0.020862631), (1, 0.020852761), (2, 0.020851297), (3, 0.020849083), (4, 0.5246353), (5, 0.020849342), (6, 0.3502484), (7, 0.020851128)]",4
不想 说话 一包 好几个 食欲,"[(0, 0.48613748), (1, 0.020893747), (2, 0.020863842), (3, 0.020839188), (4, 0.3886859), (5, 0.020853097), (6, 0.020875284), (7, 0.020851433)]",0
好吃 赔付 赔付 有个 包装 虫子 太坑,"[(0, 0.015653295), (1, 0.015649239), (2, 0.015648212), (3, 0.015635686), (4, 0.015639942), (5, 0.015647832), (6, 0.2714168), (7, 0.634709)]",7
下单 试吃 不错 包里能 合计 售后 统计 数量 坏果 垃圾桶,"[(0, 0.011393383), (1, 0.011383677), (2, 0.011403434), (3, 0.18836357), (4, 0.7432787), (5, 0.011405367), (6, 0.011383759), (7, 0.011388165)]",4
几次 比一比 第一次 果品 坏果,"[(0, 0.2730224), (1, 0.020882577), (2, 0.020900933), (3, 0.020889254), (4, 0.020908862), (5, 0.0209188), (6, 0.4034396), (7, 0.2190376)]",6
坏果 一家,"[(0, 0.041761383), (1, 0.041685864), (2, 0.041750032), (3, 0.041694295), (4, 0.04168643), (5, 0.70806295), (6, 0.041685417), (7, 0.041673586)]",5
倒霉 一包 几个 两个,"[(0, 0.6249947), (1, 0.025028242), (2, 0.025064422), (3, 0.025021894), (4, 0.22480577), (5, 0.025033869), (6, 0.025035126), (7, 0.025015976)]",0
宝贵 真空 感觉 干净,"[(0, 0.6481027), (1, 0.025041703), (2, 0.20160525), (3, 0.025043929), (4, 0.025038483), (5, 0.025061203), (6, 0.025045726), (7, 0.025060985)]",0
一共 三个 全是 没坏 不太好 物流,"[(0, 0.8748527), (1, 0.01788072), (2, 0.017868254), (3, 0.017866686), (4, 0.01788944), (5, 0.017888697), (6, 0.017890625), (7, 0.017862879)]",0
拿到 第一个 二个 不太好 直播间 相差太大,"[(0, 0.017886346), (1, 0.017866552), (2, 0.65325457), (3, 0.017871996), (4, 0.10553107), (5, 0.017905902), (6, 0.15180914), (7, 0.017874485)]",2
包装 坏果 服务态度 不好,"[(0, 0.8247008), (1, 0.025071656), (2, 0.025048908), (3, 0.025066415), (4, 0.025036218), (5, 0.025035962), (6, 0.02501087), (7, 0.025029153)]",0
打开 一包 两个 剩下 发霉 尼玛 坑人,"[(0, 0.015664933), (1, 0.01565185), (2, 0.015646713), (3, 0.015638692), (4, 0.72511864), (5, 0.015660072), (6, 0.18097971), (7, 0.01563937)]",4
长毛 异味 有破 打开 好几个 白毛,"[(0, 0.017902713), (1, 0.017954774), (2, 0.017904643), (3, 0.017865602), (4, 0.017879637), (5, 0.017865652), (6, 0.017878009), (7, 0.87474895)]",7
简易 包装 一半 美团,"[(0, 0.41186205), (1, 0.4379286), (2, 0.025038956), (3, 0.025036816), (4, 0.02502901), (5, 0.025035836), (6, 0.025030417), (7, 0.025038332)]",1
这家 难吃 口感 不好 一家,"[(0, 0.020853983), (1, 0.02090307), (2, 0.020861993), (3, 0.020847272), (4, 0.35601416), (5, 0.5188104), (6, 0.020848297), (7, 0.020860817)]",5
不怎么样 性价比,"[(0, 0.041672546), (1, 0.04169036), (2, 0.041762225), (3, 0.041676275), (4, 0.70816517), (5, 0.041676838), (6, 0.04168802), (7, 0.041668616)]",4
小袋,"[(0, 0.5618248), (1, 0.06257012), (2, 0.062570095), (3, 0.06257014), (4, 0.06257014), (5, 0.06262523), (6, 0.06257011), (7, 0.06269933)]",0
第一个 发霉,"[(0, 0.04168635), (1, 0.041687477), (2, 0.041678112), (3, 0.04166956), (4, 0.7082231), (5, 0.04167102), (6, 0.04167342), (7, 0.041710977)]",4
算是 虫子 一包 样子,"[(0, 0.025112495), (1, 0.025065988), (2, 0.025048887), (3, 0.025010562), (4, 0.025027866), (5, 0.025090255), (6, 0.0250473), (7, 0.8245967)]",7
回购 酸角 袋装 挺大 好吃 几个 好果 一袋 十几个 味道 一袋 两三个 酸甜 坏果 袋装 果子 时间 果子,"[(0, 0.2234787), (1, 0.29896393), (6, 0.44460726)]",6
购物 体验 喜欢 这家 第一次 理解 农产品 过分 理解 他家 情况 长霉 一包 打开 三包 一包 差劲,"[(0, 0.16463237), (5, 0.7936263)]",5
打开 第一个 发霉 食欲 商家 支持 退货 十元,"[(0, 0.01389974), (1, 0.013899371), (2, 0.013921891), (3, 0.013897968), (4, 0.9026729), (5, 0.0138974), (6, 0.013912475), (7, 0.013898311)]",4
干瘪 没法 过分,"[(0, 0.03130129), (1, 0.03126837), (2, 0.031266887), (3, 0.03126636), (4, 0.3558298), (5, 0.45645255), (6, 0.031340875), (7, 0.031273864)]",5
两包 一包 漏气 两个 发霉 超级 难吃 只能 想买,"[(0, 0.012511579), (1, 0.91236496), (2, 0.012513094), (3, 0.012506477), (4, 0.012519986), (5, 0.012538438), (6, 0.012516526), (7, 0.012528935)]",1
总共 三袋 两包 一包 涨袋 一半 长虫 虫子 浑身 舒服 很差 购物 体验,"[(0, 0.14495102), (1, 0.107761994), (4, 0.13099612), (5, 0.58052295)]",5
缺斤少两 净含量 到手 包装 包装,"[(0, 0.0208668), (1, 0.02089104), (2, 0.020869737), (3, 0.02097267), (4, 0.020851003), (5, 0.8538202), (6, 0.02086145), (7, 0.02086712)]",5
第一次 东西 第一次 购买 果子 口味 好吃 没法 赔偿 好评 欺骗 消费者 纯属 购买 三思,"[(5, 0.9452279)]",5
坏果 好多 夸张,"[(0, 0.78101325), (1, 0.031261105), (2, 0.031341176), (3, 0.03125671), (4, 0.03127115), (5, 0.031297103), (6, 0.031304922), (7, 0.03125455)]",0
虫子 发霉,"[(0, 0.041699048), (1, 0.041698422), (2, 0.04169569), (3, 0.04167055), (4, 0.04173871), (5, 0.041686222), (6, 0.041682366), (7, 0.708129)]",7
漏气 坏果 称重 赔偿 不用,"[(0, 0.41778085), (1, 0.45700505), (2, 0.02086653), (3, 0.020854646), (4, 0.02085432), (5, 0.02088544), (6, 0.02087219), (7, 0.020880936)]",1
一包 七八个 三四个,"[(0, 0.7809858), (1, 0.03128512), (2, 0.03127921), (3, 0.031271163), (4, 0.031322714), (5, 0.031303443), (6, 0.031278558), (7, 0.031274043)]",0
性价比 真的 第一次 体验 不好 一包 起码 一包 一包 一共 每包 真心 推荐,"[(0, 0.2821471), (1, 0.4821635), (5, 0.19098541)]",1
上当 坏果 一大堆,"[(0, 0.03131714), (1, 0.031283896), (2, 0.031318564), (3, 0.031270538), (4, 0.031267554), (5, 0.78098345), (6, 0.031291593), (7, 0.031267207)]",5
一袋 一共 十个 两三个 发霉 白色 不明 物体 品质 不好 新鲜,"[(0, 0.92693055), (1, 0.010435637), (2, 0.01043447), (3, 0.01044423), (4, 0.010442024), (5, 0.010436084), (6, 0.010442537), (7, 0.010434514)]",0
一共 几个 一大半 发霉 坏果 十几块,"[(0, 0.4742277), (1, 0.017900977), (2, 0.017890692), (3, 0.01786509), (4, 0.01788998), (5, 0.017877595), (6, 0.017871538), (7, 0.41847643)]",0
一包 果子 发霉 虫眼 剩下 一半 剩下 有头有尾,"[(0, 0.43964738), (1, 0.013913118), (2, 0.013949298), (3, 0.01390146), (4, 0.01391573), (5, 0.013914469), (6, 0.47684842), (7, 0.013910145)]",6
坏果 价格 偏贵 口感 不错,"[(0, 0.02087385), (1, 0.020850934), (2, 0.33351335), (3, 0.020857694), (4, 0.020889593), (5, 0.020890085), (6, 0.02085892), (7, 0.54126555)]",7
还留 纸条 差评 客服 小时 及时处理 星期 客服 回答 直播间 发来 大部分,"[(2, 0.8334218), (4, 0.108744204)]",2
一点 几个,"[(0, 0.70791763), (1, 0.041738234), (2, 0.04175224), (3, 0.04167875), (4, 0.041726764), (5, 0.04173299), (6, 0.041715793), (7, 0.04173753)]",0
坏果 特别 亲们 下单,"[(0, 0.82484525), (1, 0.025009044), (2, 0.02502956), (3, 0.02503549), (4, 0.025027063), (5, 0.025042202), (6, 0.025008183), (7, 0.0250032)]",0
一袋 一共 几个 两个 恶心 客服 赔付 好吃 种子 智商,"[(0, 0.1978477), (1, 0.011383223), (2, 0.514454), (3, 0.011387411), (4, 0.011390904), (5, 0.011387317), (6, 0.23076276), (7, 0.011386683)]",2
虫卵 发毛,"[(0, 0.04175688), (1, 0.041754395), (2, 0.041842937), (3, 0.0417276), (4, 0.70772684), (5, 0.041764647), (6, 0.041713346), (7, 0.04171339)]",4
一袋 不到 长毛 生霉 幸亏 没买,"[(0, 0.61171854), (1, 0.017904617), (2, 0.01788979), (3, 0.017895287), (4, 0.017895492), (5, 0.017935302), (6, 0.28079838), (7, 0.017962566)]",0
一袋 几个 大部分 有虫 特别 肉眼 看得见 太坑,"[(0, 0.9025638), (1, 0.013908478), (2, 0.013923768), (3, 0.013914691), (4, 0.013913057), (5, 0.0139450645), (6, 0.013909914), (7, 0.013921185)]",0
